Name of Lead Agency,Agency Address - Line 1,Agency Address - Line 2,City,Zip Code,Lead Agency Website,Primary Contact Person,Lead Agency Phone Number,Lead Agency Email,Name of Program,Program Description,Number of Sites,Primary Site Address,,City,Zip Code,Primary Site Contact Person,Primary Site Phone Number,Primary Site Email Address,Area(s) of Focus,Days of Program Operation,Hours of Program Operation,Period of Operation,Eligibility Requirements,Capacity of Program,Grades Served,License Status,Fees,Transportation Provision,Does your program serve meals?,Please share any additional comments or notes
Storytime Childcare Center,285 Southside Parkway,,Buffalo,14220,storytimechildcare.com,Kimberly McMillan ,716-825-7400,michelle@storytimechildcare.com,School Age Program,"At Storytime Childcare we provide a happy, safe, and enjoyable environment. The atmosphere is centered on play activities that encourages the growth of the ""whole"" child and the emergence of the skills in all developmental domains. 
Our School Age Program provides supervised homework help, activities, and games.",1,285 Southside Parkway,,Buffalo,14224,Kimberly McMillan ,716-825-7400,michelle@storytimechildcare.com,"Academic Support/ Homework Help, Sports/ Recreation/ Fitness, games, activities","Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Monday-Friday: 6:15am to Midnight
Saturday: 6:15am to 6pm","School Year, Summer, School Breaks",,,"Kindergarten, 1st, 2nd, 3rd, 4th, 5th, 6th",,"Payment is due every week prior to service starting. We accept Erie County DSS payments, Master Card/Visa, cash and checks.

Please see our contract for detailed payment description.",,"Breakfast, Lunch, Snack",
YMCA of Olean,1101 Wayne St,,Olean,14760,yourymca.org,,716-373-2400,n/a,Y-Care Afterschool Care,"Trained and dedicated staff help children develop mentally, physically, socially and spiritually in a safe environment. After-school activities encourage character development through arts and crafts, outdoor play, gym activities, games, homework assistance and much more! Our staff also provide lessons to facilitate relationships and incorporate the YMCA core values of caring, honesty, respect and responsibility each day.

Care is provided every day after school, including early dismissals and holidays in accordance with the various school district calendars.",7,120 Maple Ave,,Allegany,14706,,716-375-6600,n/a,"Academic Support/ Homework Help, Arts (Visual, Music, Dance, Theater), Health/ Nutrition, Sports/ Recreation/ Fitness, Science, Technology, Engineering, and Math (STEM), Mental Health/ Social Development","Monday, Tuesday, Wednesday, Thursday, Friday",Dismissal at 6:00pm,"School Year, School Breaks, Early Dismissal",,,"Kindergarten, 1st, 2nd, 3rd, 4th, 5th, 6th","School-Aged Child Care (SACC), Day Care","YMCA Family Members receive a 10% rate reduction for their first child and a 5% reduction for each additional child.
FINANCIAL ASSISTANCE IS AVAILABLE. Contact Mary Miller at 716-701-1381 for more information.","We do not provide transportation, Program is held at school, after school",,
YMCA of Olean,1101 Wayne St,,Olean,14760,yourymca.org,,716-373-2400,n/a,Y-Care Afterschool Care,"Trained and dedicated staff help children develop mentally, physically, socially and spiritually in a safe environment. After-school activities encourage character development through arts and crafts, outdoor play, gym activities, games, homework assistance and much more! Our staff also provide lessons to facilitate relationships and incorporate the YMCA core values of caring, honesty, respect and responsibility each day.

Care is provided every day after school, including early dismissals and holidays in accordance with the various school district calendars.",7,59 Boylston St,,Bradford,16701,,814-368-6101,n/a,"Academic Support/ Homework Help, Arts (Visual, Music, Dance, Theater), Health/ Nutrition, Sports/ Recreation/ Fitness, Science, Technology, Engineering, and Math (STEM), Mental Health/ Social Development","Monday, Tuesday, Wednesday, Thursday, Friday",Dismissal at 6:00pm,"School Year, School Breaks, Early Dismissal",,,"Kindergarten, 1st, 2nd, 3rd, 4th, 5th, 6th","School-Aged Child Care (SACC), Day Care","YMCA Family Members receive a 10% rate reduction for their first child and a 5% reduction for each additional child.
FINANCIAL ASSISTANCE IS AVAILABLE. Contact Mary Miller at 716-701-1381 for more information.",We do not provide transportation,,
YMCA of Olean,1101 Wayne St,,Olean,14760,yourymca.org,,716-373-2400,n/a,Y-Care Afterschool Care,"Trained and dedicated staff help children develop mentally, physically, socially and spiritually in a safe environment. After-school activities encourage character development through arts and crafts, outdoor play, gym activities, games, homework assistance and much more! Our staff also provide lessons to facilitate relationships and incorporate the YMCA core values of caring, honesty, respect and responsibility each day.

Care is provided every day after school, including early dismissals and holidays in accordance with the various school district calendars.",7,690 E Spring St,,Olean,14760,,716-375-8920,n/a,"Academic Support/ Homework Help, Arts (Visual, Music, Dance, Theater), Health/ Nutrition, Sports/ Recreation/ Fitness, Science, Technology, Engineering, and Math (STEM), Mental Health/ Social Development","Monday, Tuesday, Wednesday, Thursday, Friday",Dismissal at 6:00pm,"School Year, School Breaks, Early Dismissal",,,"Kindergarten, 1st, 2nd, 3rd, 4th, 5th, 6th","School-Aged Child Care (SACC), Day Care","YMCA Family Members receive a 10% rate reduction for their first child and a 5% reduction for each additional child.
FINANCIAL ASSISTANCE IS AVAILABLE. Contact Mary Miller at 716-701-1381 for more information.",We do not provide transportation,,
YMCA of Olean,1101 Wayne St,,Olean,14760,yourymca.org,,716-373-2400,n/a,Y-Care Afterschool Care,"Trained and dedicated staff help children develop mentally, physically, socially and spiritually in a safe environment. After-school activities encourage character development through arts and crafts, outdoor play, gym activities, games, homework assistance and much more! Our staff also provide lessons to facilitate relationships and incorporate the YMCA core values of caring, honesty, respect and responsibility each day.

Care is provided every day after school, including early dismissals and holidays in accordance with the various school district calendars.",7,3701 Main Street,,Hinsdale,14743,,716-557-2227,n/a,"Academic Support/ Homework Help, Arts (Visual, Music, Dance, Theater), Health/ Nutrition, Sports/ Recreation/ Fitness, Science, Technology, Engineering, and Math (STEM), Mental Health/ Social Development","Monday, Tuesday, Wednesday, Thursday, Friday",Dismissal at 6:00pm,"School Year, School Breaks, Early Dismissal",,,"Kindergarten, 1st, 2nd, 3rd, 4th, 5th, 6th","School-Aged Child Care (SACC), Not Applicable","YMCA Family Members receive a 10% rate reduction for their first child and a 5% reduction for each additional child.
FINANCIAL ASSISTANCE IS AVAILABLE. Contact Mary Miller at 716-701-1381 for more information.",We do not provide transportation,,
YMCA of Olean,1101 Wayne St,,Olean,14760,yourymca.org,,716-373-2400,n/a,Y-Care Afterschool Care,"Trained and dedicated staff help children develop mentally, physically, socially and spiritually in a safe environment. After-school activities encourage character development through arts and crafts, outdoor play, gym activities, games, homework assistance and much more! Our staff also provide lessons to facilitate relationships and incorporate the YMCA core values of caring, honesty, respect and responsibility each day.

Care is provided every day after school, including early dismissals and holidays in accordance with the various school district calendars.",7,500 Elm St,,Portville,14770,,716-933-6035,n/a,"Academic Support/ Homework Help, Arts (Visual, Music, Dance, Theater), Health/ Nutrition, Sports/ Recreation/ Fitness, Science, Technology, Engineering, and Math (STEM), Mental Health/ Social Development","Monday, Tuesday, Wednesday, Thursday, Friday",Dismissal at 6:00pm,"School Year, School Breaks, Early Dismissal",,,"Kindergarten, 1st, 2nd, 3rd, 4th, 5th, 6th","School-Aged Child Care (SACC), Day Care","YMCA Family Members receive a 10% rate reduction for their first child and a 5% reduction for each additional child.
FINANCIAL ASSISTANCE IS AVAILABLE. Contact Mary Miller at 716-701-1381 for more information.",We do not provide transportation,,
YMCA of Olean,1101 Wayne St,,Olean,14760,yourymca.org,,716-373-2400,n/a,Y-Care Afterschool Care,"Trained and dedicated staff help children develop mentally, physically, socially and spiritually in a safe environment. After-school activities encourage character development through arts and crafts, outdoor play, gym activities, games, homework assistance and much more! Our staff also provide lessons to facilitate relationships and incorporate the YMCA core values of caring, honesty, respect and responsibility each day.

Care is provided every day after school, including early dismissals and holidays in accordance with the various school district calendars.",7,1626 Washington St,,Olean,14760,,716-375-8960,n/a,"Academic Support/ Homework Help, Arts (Visual, Music, Dance, Theater), Health/ Nutrition, Sports/ Recreation/ Fitness, Science, Technology, Engineering, and Math (STEM), Mental Health/ Social Development","Monday, Tuesday, Wednesday, Thursday, Friday",Dismissal at 6:00pm,"School Year, School Breaks, Early Dismissal",,,"Kindergarten, 1st, 2nd, 3rd, 4th, 5th, 6th","School-Aged Child Care (SACC), Day Care","YMCA Family Members receive a 10% rate reduction for their first child and a 5% reduction for each additional child.
FINANCIAL ASSISTANCE IS AVAILABLE. Contact Mary Miller at 716-701-1381 for more information.",We do not provide transportation,,
Division of Parks and Recreation,"505 City Hall, 65 Niagara Square",,Buffalo ,14202,https://www.ci.buffalo.ny.us/Home/City_Departments/Public_Works_Parks_Streets/ParksDepartment,,(716) 851-5553,n/a,Asarese-Matters Community Center Afterschool Programming,"Asarese is a community center on the West Side of Buffalo that provides afterschool programming for youth, ages 8-18.

Asarese has board games, pool tables, computer & internet access, books, a gym, and snacks to entertain you throughout the winter months in Buffalo after school. So bring a friend, stay warm, and have some fun!",1,50 Rees St,,Buffalo,14213,,716-886-1040,n/a,"Academic Support/ Homework Help, Arts (Visual, Music, Dance, Theater), Computers/ Technology, Sports/ Recreation/ Fitness, Mental Health/ Social Development","Monday, Tuesday, Wednesday, Thursday, Friday",2:00pm to 10:00pm,"School Year, Summer, School Breaks",Ages 8-18,,"3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th",,All programming is free!,,Lunch in the summertime,
ACCORD Corporation,84 Schuyler St,PO Box 573,Belmont,14813,accordcorp.org,Tracy Broshar,585-268-7605,tbroshar@accordcorp.org,21st Century Community Learning Centers,"After School Program activities for grades K-12 offered in 7 Allegany County School districts. Academic, recreational and music enrichment, homework help, character education and much more offered Monday-Friday.",ACCORD Corporation,84 Schuyler St,PO Box 573,Belmont,14813,Tracy Broshar,585-268-7605,tbroshar@accordcorp.org,"Academic Support/ Homework Help, Arts (Visual, Music, Dance, Theater), College/ Career Readiness, Community Service/ Service Learning, Computers/ Technology, English Language Learners (ELL), Health/ Nutrition, Leadership/ Mentorship, Sports/ Recreation/ Fitness, Science, Technology, Engineering, and Math (STEM), Mental Health/ Social Development","Monday, Tuesday, Wednesday, Thursday, Friday","generally 3:00pm-6:00pm, Monday-Friday","School Year, Summer",must reside in school district,varies,"Kindergarten, 1st, 2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th, 10th, 11th, 12th",School-Aged Child Care (SACC),"Cuba-Rushford Elementary only- $55/week/ per child

All other districts Free of Charge",Some late bussing available,Snack,
Jewish Community Center of Greater Buffalo,787 Delaware Avenue,,Buffalo,14209,jccbuffalo.org,Barbara Stone Reden,716-886-3145,barbarareden@jccbuffalo.org,Kids Place After School Program,"The Kids Place is the most comprehensive program for families with school age children in Western New York!

Mature, trained staff work closely with our children to encourage and teach creativity, cooperation and fun. Family friendly and culturally competent staff. Children with disabilities are welcome and included in all programs and services through our Open Door Program. Transportation may be available through your child’s school system or by the JCC; ask our staff for details.

Two age groups for kid-friendly activities:

Juniors – Grades K-2
Seniors – Grades 3-6",2,787 Delaware Avenue,,Buffalo,14209,Christine Dusher,716-886-3172 x420,n/a,"Academic Support/ Homework Help, Arts (Visual, Music, Dance, Theater), Sports/ Recreation/ Fitness, Mental Health/ Social Development","Monday, Tuesday, Wednesday, Thursday, Friday",2pm-6pm ,School Year,,,"Kindergarten, 1st, 2nd, 3rd, 4th, 5th, 6th",,"Registration fee and tuition. Rates vary, please call for more information!",We do not provide transportation,Snack,
Jewish Community Center of Greater Buffalo,787 Delaware Avenue,,Buffalo,14209,jccbuffalo.org,Barbara Stone Reden,716-886-3145,barbarareden@jccbuffalo.org,Kids Place After School Program,"Mature, trained staff work closely with our children to encourage and teach creativity, cooperation and fun. Family friendly and culturally competent staff. Children with disabilities are welcome and included in all programs and services through our Open Door Program. Transportation may be available through your child’s school system or by the JCC; ask our staff for details.

Two age groups for kid-friendly activities:

Juniors – Grades K-2
Seniors – Grades 3-6",2,2640 North Forest Road,,Getzville,14068,Lauren Klenosky,716-204-2078,lklenosky@jccbuffalo.org,"Academic Support/ Homework Help, Arts (Visual, Music, Dance, Theater), Sports/ Recreation/ Fitness, Mental Health/ Social Development","Monday, Tuesday, Wednesday, Thursday, Friday",2pm-6pm,School Year,,,"Kindergarten, 1st, 2nd, 3rd, 4th, 5th, 6th",,Registration fee and tuition. Rates vary; call today for more information!,We do not provide transportation,Snack,
